Row Labels;7 Days to Die;AdVenture Capitalist;Age of Empires II HD Edition;APB Reloaded;ARK Survival Evolved;Arma 2 Operation Arrowhead;Arma 3;Assassin's Creed IV Black Flag;Baldur's Gate II Enhanced Edition;Battlefield Bad Company 2;BioShock Infinite;Borderlands;Borderlands 2;Call of Duty Black Ops;Call of Duty Black Ops - Multiplayer;Call of Duty Black Ops II - Multiplayer;Call of Duty Ghosts - Multiplayer;Call of Duty Modern Warfare 2;Call of Duty Modern Warfare 2 - Multiplayer;Call of Duty Modern Warfare 3;Call of Duty Modern Warfare 3 - Multiplayer;Chivalry Medieval Warfare;Clicker Heroes;Counter-Strike;Counter-Strike Condition Zero;Counter-Strike Global Offensive;Counter-Strike Source;Crusader Kings II;DARK SOULS II;Dark Souls Prepare to Die Edition;Day of Defeat Source;DayZ;DC Universe Online;Deus Ex Human Revolution;Don't Starve;Dota 2;Dungeon Defenders;Empire Total War;Euro Truck Simulator 2;Europa Universalis IV;Fallout 4;Fallout New Vegas;Far Cry 3;FINAL FANTASY XIV A Realm Reborn;Football Manager 2009;Football Manager 2010;Football Manager 2011;Football Manager 2012;Football Manager 2013;Football Manager 2014;Football Manager 2015;Garry's Mod;Grand Theft Auto IV;Grand Theft Auto V;H1Z1;Half-Life 2;Half-Life 2 Deathmatch;Just Cause 2;Kerbal Space Program;Killing Floor;Left 4 Dead;Left 4 Dead 2;Medieval II Total War;METAL GEAR SOLID V THE PHANTOM PAIN;Might & Magic Heroes VI;Mount & Blade Warband;Napoleon Total War;Neverwinter;Path of Exile;PAYDAY 2;PlanetSide 2;Portal 2;Rising Storm/Red Orchestra 2 Multiplayer;Robocraft;Rocket League;Rust;Saints Row The Third;Sid Meier's Civilization IV Beyond the Sword;Sid Meier's Civilization V;Space Engineers;Star Trek Online;Starbound;Stronghold Kingdoms;Team Fortress 2;Terraria;The Binding of Isaac;The Binding of Isaac Rebirth;The Elder Scrolls V Skyrim;The Witcher 3 Wild Hunt;Tom Clancy's Ghost Recon Phantoms - NA;Torchlight II;Total War ROME II - Emperor Edition;Total War SHOGUN 2;Trove;Unturned;War Thunder;Warframe;Warhammer 40,000 Dawn of War II;XCOM Enemy Unknown
131227682;;;;;;;;;;;;;;;;;;83;45;;;;;;;465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;;0,4;;;;
131227694;;;;;;;;;;;;;29;;;;;;;;;;;;;90;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;;;;;;;;;;;;;;;;0,3;
131237387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131296919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;
131311166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131334429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,3;;;;;;;;;;;;;;;
131348564;;;167;;;;369;;;;;;7,9;;;;;;;;;6,5;;;;29;;;;;;;;;;;;;0,8;;;5,9;;;;;;;;;;46;0,4;;;;;;112;;;;;;;;;;;;;8,9;2,3;21;;;;;162;12,6;;;;15,2;200;3,5;;130;;;;;;;33;4,9;;;
131360546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131377772;;;;;;;;;;;;;;;;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;;;;;;;;;;;;;;;
131386705;;;;;;;;;;;;;;;;;;;;;;;;;;289;9,3;;;;;;;;;14,4;;;;;;;;;;;;;;;;4,5;0,6;;;;;;;;;10,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,4;;
131394043;;;;;;;;;;;;;;;;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131406060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,3;;;;;;;;;;;;;;;;;;;;;;
131407045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;;;;;;;;;;;;;;;
131444737;;;;;;;31;;;;;;;;;;;;;;;140;;;;480;;;;15,8;;;;0,6;;134;;;;;;;;;;;;;;;;4,8;;;;;;;;;;;;;;;;11,5;;;;;;3,7;;;;;;;;;;38;;;;;;;;;;;0,8;6,2;;;
131463112;;;;;;;;;;;;;;;;;;;;;;;;165;;160;;;;;;;;;;1,3;;;3,5;;;;;;;;;;;;;;0,4;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;28;60;4,5;;;;;;;;;;;;;
131465743;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131473057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;343;;;;;;;;;;;;;;;;;;;;;;2,5;;;
131481418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,4;;;;;;;;;;;;;;;;;;;;
131533123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;;;;;;;;;;;;;;;
131610144;;;;;;;;;;;;;;;;13,1;;;;;;;;155;0,4;1284;;;;;;;;;;1829;;;18,8;;;;21;;;;;;;;;2,1;70;185;;;;;;;;79;;;;;;;;75;;14,3;;;;230;;;;;;;;1079;;;;4,3;;;;;;;53;;;;
131613117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;;;;;;;;;;;;;;;
131690275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131712986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,1;;;;
131730206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131732878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,2;;;;;;;;;;;;;;;
131785763;;;;;;;;;;;;;;;;;;;;;;;;;;112;;;;;;;;;;3,4;;;;;;;;;;;;;;;;167;;;;;;;;;;32;;;;;;0,2;1,3;;2,9;;;;;;1;;;;;;;411;62;;;;;0,4;;;;0,2;7,3;13,4;7,3;;
131876863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;
131912265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;;;;
131940023;371;;56;;0,6;236;112;;;;;;15,9;;;;;;;;;;;;;3,3;;;;;;980;;;;3,3;;;;;81;97;;;;;;;;;;0,5;;7,4;;;;;;;;;;33;;;;;7,8;;1,5;;;;;;;;;;;;;;;;;83;101;;;;;;4;;;;
131949880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131962554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,7;;;;
131963274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131973876;;179;;;;;106;;;;;;8;;;;;;;;;;26;;;;;;;;;;;;0,7;;;;;;;;;;;;;;;;;;;8,1;;;;;;;;;;;;;;;;;;;;;;52;;;;;;;;1,5;;;;2,8;;;;;;;;;;;
131995566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,5;;;;;;;;;;;;;;;
132008856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;527;;;;;;;;;;;;;;;;;;;;;;;;;;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132014951;;;;0,3;;;;;;;;;;;;;;;;;;;;;;65;;;;;;;;;;;;;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;13,6;;;;;;;;;;104;;;;;;;;;;;7,9;52;;;
132044394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132057825;;;;;;;;;;;;;;;;;;;;;;;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132111476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132116602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;
132180557;;;;;;;;;;3,6;;;;;;;;4,3;37;;;;;;;9,6;;;;;;;;;;;;;;;;;10,2;;;;;;;;;1,3;;;;;;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;8,5;;;;;;;;;;;;1,2;;;
132191842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;
132196353;;;;;;;;;;;;;;;;;;;;;;;;;;601;;;;;;;;;;970;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;2,7;;;;;;;;;;;;;;;;102;3,3;3,7;;;;;;;;1,7;1,1;;212;;
132258726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132277897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;;;;;;;;;;;;;;;
132286953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132300630;;;;;1,8;2,3;67;;;;;;36;;;;;10;4,4;;;5,1;;;;475;3,5;;;;;7,4;;;0,4;;;;0,4;;;;13,9;;;;;;;;;311;36;194;;;;12,4;8,3;;;2,3;;;;;;;;121;;17,3;;;49;;28;;91;17;;2,2;;3,3;15,2;0,7;;22;;;;;;;0,2;;;;0,2
132313154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132353043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;870;;;;;;;;;;;;;;;
132381775;;;;;;;;;;;;;;;;;;;;;;;;;;61;;;;;;;;;;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132418423;;;;;;;;;;;;;;;;10,2;;;;;;;;;;107;;;;;;2,4;;;;0,2;;;;;;1,7;;;;;;;;;;;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2;;;;40;;;;;;;;;;;
132593770;;;;;;;;;;;1,9;;;;;;;;;10,5;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132732817;;;;;;;;;;;;;;;;;;;;;;;;;;10,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;;;;;;;;;;;;;;;;
132748085;;;;;;7,3;;;;;;;3,1;;;34;;;;;;;5,4;;;509;;;;;;;;;;9,2;7,9;;41;;;;;;;;;;;;;9,8;;;;;;;;;;21;;;;;;;;;;;1,5;1,5;;;;;;;;;;89;;10,2;;51;;;;;;0,8;0,3;54;;;
132784716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132800758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132840940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;396;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132852256;;;;;;;;;;;;;;;;;;;;;;;;1036;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132875638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,3;;;;
132917640;;;;;;;;;;;;;;;;;;;;;;;;;;120;;;;;;;;;;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132927208;;;;;;;;;;;;;;;;;;;;168;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133024750;;;;;;;;;;;;;;;;;;;;;;5,6;;;;532;2,3;;;;;;;;;3692;;;;;;27;;;;;;;;;;;1,8;30;;;;;;;;;;;;;;;;185;;;;;;;;;;;;;;1,5;;;;;;;;256;;;;2,6;6,9;;
133033659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133048797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,6;;;;;;;;;;;;;;;
133169378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133215334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133217805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133228469;;;;;;;6,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;;;;;;;;;;;;;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133231400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,7;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133234931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173;14,5;;;;;;;;;;;;;;
133237267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133262375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133267799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133268317;;;;;;;;;;;;;;;;;;;;;;;;;;15,1;;;;;;6,2;;;;1083;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133268706;;;;;;;;;;;;;;;;;;;;;;;;;;87;;;;;;;23;;;1888;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;;;;;;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133273541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133298634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133328129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;
133355027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133378280;;;;;;;127;;;;;;;;;;;;;;;;;;;;;;;;;148;;;;;;;;;173;;;;;;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,9;;;;72;;;;;;;;;;;
133387630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133402780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,8;;;;;;;;;;;;;;;
133404545;;;;;;;;;;;;;;;;;;;;;;;;;;19,3;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;34;;;;;;;1,5;;;;
133407060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133422169;;;;;9,1;;276;;;2,5;;;14,8;;;;;;;;;;;;;28;;;;;;;;;;;1,2;;112;;;;35;;;;;;;;;85;;;;;;;;;;;;;;;;;;31;17,5;;;;;;;;;;;;;38;;;66;;;;;;;;25;;27;;
133439311;;;;;;;;;;;;;16,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133439936;0,2;;;;;;;;;;;;2,8;;;;;;;;;2,7;;;;;;;;;;0,7;;;;1,2;;;;;;;;;;;;;;;;15,1;;;;;;;;;;;;;;;;;;;;;;;;18,7;;;;;;3,6;;4,1;28;0,7;;15,7;;;;;;;;;;;
133459021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133534893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,8;;;;;;;
133547462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133553031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;
133573140;;;;;;;;;;;;;;;;;;;;;;;;;;798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133609786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133676441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133719158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;4320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133729675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133794741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74;;;;;;;;;;;;;;;;;;;;
133800100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133885796;;;;;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;
133938767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;595;;
133964193;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;;;120;;;;;;;548;;;;;;;;;;;;;;;;;;;18,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133990456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133997970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;;23;;;;;;;;;;;;;444;175;;;;;;2,2;;;;43;207;;;;;;;;;;;;
134017049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;
134078373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,9;;;;;;;;;;;;;;;
134127685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,3;;;;;;;;;;;;;;;
134213189;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;;;;;;;;;2,4;;;;;;;;;;;;;;;;32;;;;;;;;;;11,8;;;;;;;;;;;;;;;;;;;;;;0,7;86;;;67;;0,1;;;;;0,7;;;;
134223421;;;;;;;;;;;;;;;;;;;;;;;;;;41;;;;;;;;;;0,3;;;;;;;;;;;;;;;;12,9;;;;;;;;30;;1,6;;;;;;;;32;;;;;;;;;;;;;;2296;;;;;;;;;;;;;;;
134224287;;;;;;;;;;;;;;;;;;;;;;;;;;115;21;;;;3,8;;;;;259;;;;;;;;;;;;;;;;;;;;;12,5;;;;;18,6;;;;;;;;;;;;;;;;;;;;;;309;;;;;;;;;;;67;;;;
134247395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134274586;;;;;;;;;;;;;;;;;152;;;;;;;;;;;;;;;;;;;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;;2,4;;;;
134282559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134322141;;;;;;4,8;;;;;6,9;;;24;4;;4,5;;;;;;;;;68;;;;;;4,3;;;;;;;;;;;;;;;;;;;;208;0,2;;;;;;;12;;56;;;;;;;;50;;7;2,8;;;;15,1;;85;;;14,2;;142;4,9;0,6;;42;;;;;;;35;145;25;;
134448504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134471670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,7;;;;;;;;;;;;;;;
134516625;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;3,4;;2,2;;;;;;;;;;0,1;;;;;;;103;;;;;;;;;;;;;;;;;;;;
